x0,y0
-13.78376681537796,51.30682277707299
-13.779526971363945,51.34503963924731
-13.717877448697584,51.431314954839095
-13.675268885668771,51.48934170823818
-13.653452057560264,51.54657377138098
-13.656416087613048,51.60311852851963
-13.653332503010475,51.668749584266195
-13.62995074519916,51.72611980110958
-13.594253240320707,51.768716990923124
-13.550006250717162,51.81158016614829
-13.512240945182437,51.833695014724235
-13.475852937011313,51.82740471661956
-13.432155952618093,51.83585637663692
-13.399838498675669,51.84916813092932
-13.375484110546696,51.84007776622489
-13.324638279748354,51.85576492100206
-13.289068064504072,51.86549794419283
-13.25451508070726,51.84984384692072
-13.228131748281555,51.84076796388341
-13.213098317767063,51.84076796388341
-13.210700441609537,51.812070002104825
-13.206648026379876,51.79427103657967
-13.186760853034695,51.78882443712591
-13.172097394772466,51.77821890167967
-13.172097394772466,51.76606932573845
-13.182915973285334,51.74237903554699
-13.196006495353908,51.693970069636656
-13.180709438688766,51.65104891627345
-13.146037216983045,51.603321131487704
-13.120575309521097,51.55872372632545
-13.128007187639437,51.50444919861121
-13.160764455765591,51.44803587605393
-13.215641803495446,51.37871641689698
-13.302464914007823,51.30228685690496
-13.419241709051423,51.21995528061194
-13.46466949773469,51.20503378257103
-13.469880004369463,51.213256515271624
-13.433893677773112,51.308582709044806
-13.389956272482378,51.37481773687263
-13.307188246029947,51.48484607471114
-13.283065231916172,51.51813374236487
-13.281043660828528,51.538667155459194
-13.296195424563695,51.5601780693863
-13.313297108078574,51.55650267374155
-13.357846987302016,51.531040955146565
-13.498418258928131,51.37690323730907
-13.557677961685666,51.347864804284036
-13.56116309215978,51.353292224302095
-13.554547830873583,51.370866791833194
-13.378512780573619,51.57891491352868
-13.364115798229971,51.60770329799451
-13.360055964556812,51.62177376998849
-13.365101229886106,51.63463278853068
-13.378358893105444,51.63463278853068
-13.397649831671671,51.62238195321689
-13.49385912782002,51.52376559018142
-13.558183275297356,51.46870858453762
-13.58419346906199,51.442175456528595
-13.64772877363589,51.3698955609306
-13.729044951891009,51.315402615051255
-13.764000630513415,51.309032646721704
-13.78376681537796,51.30682277707299
